,property_id,host_about,host_response_time,host_response_rate,host_nr_listings,host_nr_listings_total,host_verified,booking_price_covers,booking_min_nights,booking_max_nights,responsetime_code
6260,6266,"Indo-German-Belgian couple, we live between Brazil, Morocco & Belgium. We are Life & Business coach, Dancers, Consultants, parents of 5 kids. Be our guest !",within a few hours,100%,3.0,3.0,"email, phone, reviews, jumio",4,15,30,3.0
6261,6267,,within a few hours,50-89%,1.0,1.0,"email, phone, reviews",1,1,1125,3.0
6262,6268,,within an hour,100%,2.0,2.0,"email, phone, reviews, jumio, offline_government_id, government_id",1,2,1125,4.0
6263,6269,,within an hour,100%,2.0,2.0,"email, phone, reviews, jumio, offline_government_id, government_id",1,2,1125,4.0
6264,6270,"We are a couple from Brussels, have always lived in this city that we adore! We have been in this amazing house with friends and family for a while, and now we share it with people from all around the world, making us travel all year long!  Virginie is an interior architect, she restores and designs furniture. She loves to potter about, walks in nature and go out in restaurants. Laurent is anthropologist, he loves sport, nature, comics, and go out with friends to taste different hop beverages... Together, we love gardening, discover new cities and explore Brussels and its rich culture, we also love our neighborhood for which we are quite engaged.  During our travels, we like to discover local folklore and things that locals are used to do. This is what we'd like to share with our guests too.",within an hour,100%,1.0,1.0,"email, phone, reviews, jumio",2,60,1125,4.0
6265,6271,Love to travel and Airbnb is just a perfect and peaceful way to do it !,within an hour,100%,1.0,1.0,"email, phone, reviews, jumio",1,3,1125,4.0
6266,6272,,unknown,unknown,1.0,1.0,"email, phone, facebook, reviews, jumio, government_id",1,2,62,1.0
6267,6273,,unknown,unknown,1.0,1.0,phone,1,5,8,1.0
6268,6274,Curious about the world and meeting people.,within a few hours,100%,1.0,1.0,"email, phone, reviews, manual_offline, jumio",1,2,1125,3.0
6269,6275,I'm 35 yeras old. I live in Brussels with my husband and my two years old daughter. We love travelling!! We travelled a lot in South-East Asia and also in a lot of European countries. We're looking forward to discover a lot of other countries with our daughter.,unknown,unknown,1.0,1.0,"email, phone, reviews",1,5,1125,1.0
6270,6276,,unknown,unknown,1.0,1.0,"email, phone, reviews",1,2,10,1.0
6271,6277,,within a few hours,100%,1.0,1.0,"email, phone, reviews",1,1,90,3.0
6272,6278,,within an hour,100%,1.0,1.0,"email, phone, reviews",2,1,1125,4.0
6273,6279,Ilana voyageuse et hôte  Au plaisir,within an hour,100%,1.0,1.0,"email, phone, reviews, jumio, government_id",1,1,1125,4.0
6274,6280,,within an hour,100%,1.0,1.0,"email, phone, reviews, jumio",2,2,1125,4.0
6275,6281,"I'm 37, passionate by music. I run a micro indie folk label in Brussels.  I love to travel and meet people, share thoughts and drink beers.  I also organise shows in my place in brussels.",within a few hours,100%,1.0,1.0,"email, phone, facebook, reviews, jumio",5,5,25,3.0
6276,6282,hello!,within an hour,100%,1.0,1.0,"email, phone, reviews, jumio",5,5,1125,4.0
6277,6283,"I am 26 years old from Belgium, born to Israeli parents.  I spent the last couple of years in London, first studying, then working in consulting. I enjoy traveling, fine dining, running...",within an hour,100%,1.0,1.0,"email, phone, reviews, jumio",1,3,1125,4.0
6278,6284,"Hi, I'm Anna and I live in Brussels, heart of Europe. I'm very curious, that's why I love travelling to discover new places, new poeple, new gastronomy and traditions.",unknown,unknown,1.0,1.0,"email, phone, reviews",1,1,1125,1.0
6279,6285,"Ik ben een dynamische 60+er, was actief in IT. Ik heb 2 geweldige zonen, 2 geweldige schoondochters en 4 fantastische kleinkinderen, 2 meisjes en 2 jongens tussen 6 en 4 jaar oud. Ik prijs me de gelukkigste vrouw van de wereld met zoveel familie geluk. Mijn hobby's : Spaanse les volgen, reizen vooral naar Hong Kong waar mijn oudste zoon en zijn gezinnetje wonen, fietsen in Antwerpen. Ik hou van muziek en dansen. Mijn levensmotto : zo lang mogelijk gezond blijven zowel van lichaam als geest door alles te laten bewegen.",unknown,unknown,1.0,1.0,"email, phone, reviews",2,1,1125,1.0
6280,6286,,within an hour,100%,1.0,1.0,"email, phone, google, reviews, jumio, offline_government_id, government_id",2,1,90,4.0
6281,6287,"Antwerpen - Art director Theater Tol - fietsen, zwemmen, lezen, musea bezoeken, theater, film.",within an hour,50-89%,1.0,1.0,"email, phone, reviews, jumio",1,1,1125,4.0
6282,6288,"French industrial designer between Belgium, France, UK and Lebanon",within a few hours,100%,1.0,1.0,"email, phone, reviews, jumio",1,2,5,3.0
6283,6289,"Hello, I'm French, musician and live in Brussels for over 20 years. Teach classical music to children and adults, also active in other cultural and social sector. My partner is health scientist.  We have an apartment attached to our home that is vacant. As our home is in a very strategic location, we have decided to make it available.   My interests revolves around music classic, concerts,  theatre, fashion, shopping , reading,  museums visits, and all artistic event,  antique markets.  I especially enjoy drinking and try lots of various teas.  I appreciate human contacts and love travelling around the world, meeting new people and to discover other cultures.   We are simple people, open minded,  eager to learn more about culture and customs in other countries . Could you please knock at our door .  We are a couple friendly, easy going and very welcoming to our guests who look forward to discover Brussels and its surrounding areas. Also we have a great experience in hosting since a quite long time . If you require any more  information, please feel free to contact us.   We are looking forward to meeting you very soon and to welcome you in our lovely house in Brussels. A warm welcome awaits you ! Happy new year all of you.",within an hour,100%,1.0,1.0,"email, phone, reviews, jumio, government_id",1,3,1125,4.0
6284,6290,,unknown,unknown,1.0,1.0,"email, phone, reviews",1,2,30,1.0
6285,6291,,within an hour,100%,1.0,1.0,"email, phone, reviews, jumio, government_id",1,2,1125,4.0
6286,6292,,unknown,unknown,1.0,1.0,"phone, facebook",1,10,90,1.0
6287,6293,,within an hour,100%,1.0,1.0,"email, phone, reviews",1,2,10,4.0
6288,6294,,within a day,100%,1.0,1.0,"email, phone",1,1,1125,2.0
6289,6295,"Bruxelles est ma ville, mais j'adore bouger ça et là, sac au dos.. Je travaille dans le secteur des ONG et je vis avec ma fille de 6 ans dans l'appart que je propose. J'adore aussi faire la fête avec mes amis et refaire le monde..  Je m'éclate bien dans la vie!",unknown,unknown,1.0,1.0,"email, phone, reviews, jumio",1,2,1125,1.0
6290,6296,"Grand voyageur, musicien",within an hour,100%,1.0,1.0,"email, phone, reviews, jumio",1,2,1125,4.0
6291,6297,,within a day,50-89%,1.0,1.0,"email, phone, reviews, jumio, government_id",1,1,1125,2.0
6292,6298,,within an hour,50-89%,1.0,1.0,"email, phone, reviews, jumio, offline_government_id, selfie, government_id, identity_manual",2,2,1125,4.0
6293,6299,"I'm Sara. I live in Antwerp, a great city in Belgium. During the year I like to teach kids, but during summer I like to travel and see new things!  I like to visit a new city by running. It's a nice way to prepair myself for my next marathon.",within a few hours,100%,2.0,2.0,"email, phone, reviews, jumio, government_id",1,2,1125,3.0
6294,6300,"I'm Sara. I live in Antwerp, a great city in Belgium. During the year I like to teach kids, but during summer I like to travel and see new things!  I like to visit a new city by running. It's a nice way to prepair myself for my next marathon.",within a few hours,100%,2.0,2.0,"email, phone, reviews, jumio, government_id",1,2,1125,3.0
6295,6301,,within a few hours,50-89%,1.0,1.0,"email, phone, reviews, jumio, government_id",2,2,1125,3.0
6296,6302,Bonjour,within an hour,100%,4.0,4.0,"email, phone, reviews",2,1,1125,4.0
6297,6303,Bonjour,within an hour,100%,4.0,4.0,"email, phone, reviews",2,1,1125,4.0
6298,6304,Bonjour,within an hour,100%,4.0,4.0,"email, phone, reviews",2,1,1125,4.0
6299,6305,,unknown,unknown,1.0,1.0,"email, phone, facebook, reviews",1,2,1125,1.0
6300,6306,"British guy living in Brussels.  I'm happy to share some space, time and local knowledge.   We try and run a shared house as ecologically friendly as possible.  We strive for a communal lifestyle while leaving room to party where necessary.",within an hour,100%,1.0,1.0,"email, phone, reviews",1,1,1125,4.0
6301,6307,,within an hour,100%,1.0,1.0,"email, phone, facebook, reviews, jumio, government_id",1,2,10,4.0
6302,6308,,unknown,unknown,1.0,1.0,"email, phone",1,7,15,1.0
6303,6309,,unknown,unknown,1.0,1.0,"email, phone, facebook",1,1,1125,1.0
6304,6310,,unknown,unknown,1.0,1.0,"email, phone, google, reviews",1,2,1125,1.0
6305,6311,,within an hour,100%,1.0,1.0,"email, phone",1,1,1125,4.0
6306,6312,working family man with three young boys,unknown,unknown,1.0,1.0,"email, phone, reviews, jumio",1,3,1125,1.0
6307,6313,"Hello there!  A few word about me... I'm a French Maths teacher who comes from Lyon, who spend a few years in Marseilles, and who is now living in ""Bruxelles la belle"". Don't know what will be the next step ;). If you're planning to be my guest, I'm sure you will enjoy your stay here and appreciate the kindness and the happiness of the Belgian people. If you're planning to host me, there shouldn't be any trouble neither, cause I'm actually like Belgian people! ;)  See you soon!  Chloé",within a day,50-89%,1.0,1.0,"email, phone, reviews, jumio, government_id",2,2,30,2.0
6308,6314,,within an hour,100%,3.0,3.0,"email, phone, facebook, reviews, jumio, government_id",1,2,60,4.0
6309,6315,,within an hour,100%,3.0,3.0,"email, phone, facebook, reviews, jumio, government_id",1,2,60,4.0
6310,6316,,unknown,unknown,1.0,1.0,"email, phone, facebook, reviews",2,30,1125,1.0
6311,6317,"Hi, I am a Business Strategy Consultant living in Brussels.  I also am in love with the Provence where I have a house. The Provence has magnificient landscapes and offers a feast for the senses. The smell of wild thyme and rosemary, fields of crimson poppies, glowing sunflowers and luscious lavender adorn the valleys.  I am a keen traveller and visited more than 30 countries, I have also lived and worked in London, Singapore, Paris and Berlin.  My travel style is to belong, to meld in from day one and allow myself to become a part of the land.   I speak French, Dutch and English.    I'm a keen tennis player, adventurer and passionate about life.",within an hour,100%,2.0,2.0,"email, phone, reviews, jumio, work_email",1,1,365,4.0
6312,6318,"From Brussels, Laly 28 years old, dancer and Ben, 35 years old, climber",within a day,100%,1.0,1.0,"email, phone, reviews, jumio, work_email",4,1,1125,2.0
6313,6319,"Chilled-out guy living in Brussels. I’m from Argentina (family originally from Italy/Switzerland). After living in Argentina, US (Boston), Denmark, Switzerland and Italy I moved to Brussels and love living in this lively and diverse European capital.   By day, I spend my time working for an IT company. By night, enjoying Brussels and usually in my neighbourhood, it’s filled with great shops, large variety of restaurants, charming bars and lovely architecture.  I’m often on the road and I really enjoy sharing my place. I hope you like the pictures and decide to stay :) It’s a nice apartment in one of the best neighbourhoods of Brussels which I think it will add this little something that will make your Brussels trip more enjoyable.",unknown,unknown,1.0,1.0,"email, phone, facebook, reviews, jumio, government_id, work_email",1,13,90,1.0
6314,6320,,within an hour,100%,2.0,2.0,"email, phone, linkedin, reviews, jumio, government_id",1,1,1,4.0
6315,6321,,within an hour,100%,2.0,2.0,"email, phone, linkedin, reviews, jumio, government_id",1,1,3,4.0
6316,6322,"I am belgian living in Brussels. I work in the recruitment industry. I love jazz music, good food and drinks and warm weather. I know that Canada is known reputable for its weather but you live and learn...",within a few hours,100%,1.0,1.0,"email, phone, facebook, reviews, jumio, offline_government_id, government_id",1,2,1125,3.0
6317,6323,"Hi Hi,   my name is Grégoire. I am an easy going young physicist from France.   When travelling, I love to eat and drink locally. This appears to me as an essential step to discover a new culture. I really like to exchange ideas and point of views during a good meal. However, my social life does not reduce to food ;) I am always ready to practice sports like jogging, hiking, mountain biking or surfing...",unknown,unknown,1.0,1.0,"email, phone, reviews, jumio",1,1,1125,1.0
6318,6324,già fatto tante volte. grazie,within an hour,100%,5.0,5.0,"email, phone, facebook, reviews, jumio, government_id, work_email",1,1,1125,4.0
6319,6325,già fatto tante volte. grazie,within an hour,100%,5.0,5.0,"email, phone, facebook, reviews, jumio, government_id, work_email",1,1,1125,4.0
6320,6326,,within a day,0-49%,1.0,1.0,"email, phone, facebook",1,21,1125,2.0
6321,6327,,within a few hours,100%,1.0,1.0,"email, phone, reviews",1,1,15,3.0
6322,6328,,within a few hours,100%,1.0,1.0,"email, phone, facebook, reviews",2,2,10,3.0
6323,6329,,within a few hours,50-89%,1.0,1.0,"email, phone, reviews, jumio",1,2,1125,3.0
6324,6330,"Hello I'm Sarah. Together with my 1 year old son Elion and my husband Charles we live above the studio. Charles and me are artists. Renting the studio helps us to provide a small additional income. All of us have been born in Brussels and we've been living in Brussels all our lives, so we know the city very good and can give you some good tips. We are both passionate about art and culture.",within an hour,50-89%,1.0,1.0,"email, phone, reviews, manual_offline, jumio",1,2,1125,4.0
6325,6331,,within an hour,100%,3.0,3.0,"email, phone, facebook, reviews, work_email",1,2,300,4.0
6326,6332,,within an hour,100%,3.0,3.0,"email, phone, facebook, reviews, work_email",1,2,150,4.0
6327,6333,,within an hour,100%,3.0,3.0,"email, phone, facebook, reviews, work_email",1,2,150,4.0
6328,6334,,within an hour,100%,1.0,1.0,"email, phone, reviews, work_email",1,7,40,4.0
6329,6335,,a few days or more,0-49%,1.0,1.0,"email, phone, reviews",1,1,7,0.0
6330,6336,"Bonjour, je m'appelle Tatienne. Mon mari et moi avons 3 filles. La location de notre studio ravira toute personne de passage à Bruxelles. Tant pour des visites privées que pour le Business. Vous serez accueillis de manière chaleureuse. Nous n'oublierons surtout pas de petites attentions bien de chez nous.",within an hour,100%,1.0,1.0,"email, phone, facebook, reviews",1,2,1125,4.0
6331,6337,,unknown,unknown,1.0,1.0,"email, phone, reviews",1,1,28,1.0
6332,6338,"Originaire de Bruxelles, j'aime beaucoup bouger pour faire la decouverte d'autres horizons raison pour laquelle je me suis inscrit ici car j'aime bien etre recu chez l'habitant et aussi recevoir chez moi. Merci et bienvenus a tous et a toutes.",unknown,unknown,1.0,1.0,"email, phone, reviews",1,7,30,1.0
6333,6339,,within a few hours,100%,4.0,4.0,"email, phone, reviews",2,1,1125,3.0
6334,6340,,within a few hours,100%,4.0,4.0,"email, phone, reviews",2,1,1125,3.0
6335,6341,,within a few hours,100%,4.0,4.0,"email, phone, reviews",1,1,1125,3.0
6336,6342,,within a few hours,100%,4.0,4.0,"email, phone, reviews",1,1,1125,3.0
6337,6343,"I am Belgian, from Antwerp, and recently came back after living in Peru for 5 years  (where i was a diplomat). I decided to rent out my apartment on Airbnb because that allowed me to keep 'my own place' when I want to visit family and friends. Now, I have returned to Belgium but live in Brussels. I decided, for very much the same reasons, to keep the apartment in Antwerp renting it out under Airbnb. I will not be there to meet my guests but look forward being in contact with them via mail. My sister will be the contact person in Antwerp.  I love politics, art, culture and travelling. I love beautiful things, good wine and Italian food ;-)",within a few hours,50-89%,1.0,1.0,"email, phone, reviews, jumio",1,2,1125,3.0
6338,6344,We are a french couple expatriated in brussels since 2007. We made a World trip 2 years ago for one year and we were glad to discover other people habitation ! ;) We have a wonderful son Micah !,within a few hours,100%,1.0,1.0,"email, phone, reviews, jumio",4,3,1125,3.0
6339,6345,,unknown,unknown,1.0,1.0,"email, phone, reviews",1,2,1125,1.0
6340,6346,"I'm a 34 y.o French girl living in Brussels since 6 years and really enjoying this vibrant city! I love travelling, meeting new people and discovering other cultures. I'm sure you'll enjoy your stay in my very cosy and lovely flat fully equipped with a small garden and very well location ! Great areas with public transports, markets, supermarkets, nice cafés closeby. I'll be happy to give you some good tips about Brussels ! See you soon!",within a few hours,100%,1.0,1.0,"email, phone, reviews, jumio",1,1,1125,3.0
6341,6347,"I am a french lady living in Brussels, found of art ,muséums,and visiting city",within a day,50-89%,1.0,1.0,"email, phone, reviews, jumio",1,3,30,2.0
6342,6348,,within an hour,50-89%,1.0,1.0,"email, phone, facebook, reviews",1,2,1125,4.0
6343,6349,The whole world is a man's birthplace.  -Publius Papinius Statius,within a day,100%,1.0,1.0,"email, phone, reviews, jumio",2,1,1125,2.0
6344,6350,,within an hour,100%,1.0,1.0,"email, phone, linkedin, reviews, jumio, government_id",2,1,15,4.0
6345,6351,,within a day,100%,1.0,1.0,"email, phone, reviews",1,1,1125,2.0
6346,6352,,within an hour,100%,1.0,1.0,"email, phone, reviews",1,4,1125,4.0
6347,6353,,within a few hours,100%,1.0,1.0,"email, phone, reviews, jumio, government_id",1,20,1125,3.0
6348,6354,,unknown,unknown,1.0,1.0,"email, phone, reviews",1,1,1125,1.0
6349,6355,"We've  lived most of our lives in Antwerp, Belgium. We love to travel, cycle, wine and dine. Lieve is interior architect, Kobe is a social worker. Lieve does Shiatsu, Kobe builds bicycles.",within an hour,100%,1.0,1.0,"email, phone, reviews, jumio",1,1,1125,4.0
6350,6356,,within a day,0-49%,1.0,1.0,"email, phone",1,6,23,2.0
6351,6357,Je m'appelle Baptiste. Je suis français mais vit en Belgique (Bruxelles) depuis plus de 15 ans où je travaille comme acteur au théâtre et au cinéma. J'aime voyager et pars le plus souvent possible quand le temps (et l'argent) me le permets. J'aime rencontrer les gens et échanger avec eux.,within a few hours,100%,1.0,1.0,"email, phone, reviews, manual_offline, jumio",1,4,1125,3.0
6352,6358,,unknown,unknown,1.0,1.0,"email, phone",1,1,1125,1.0
6353,6359,,within an hour,100%,3.0,3.0,"email, phone, reviews, jumio",1,1,1125,4.0
6354,6360,,within an hour,100%,3.0,3.0,"email, phone, reviews, jumio",1,1,7,4.0
6355,6361,,within an hour,100%,3.0,3.0,"email, phone, reviews, jumio",1,1,1125,4.0
6356,6362,Kaat De Sutter,within a few hours,100%,1.0,1.0,"email, phone, facebook, reviews",1,2,12,3.0
6357,6363,from Belgium,within a day,50-89%,1.0,1.0,"email, phone, reviews, jumio, government_id",2,3,1125,2.0
6358,6364,,within a few hours,100%,1.0,1.0,"email, phone, reviews",1,9,50,3.0
6359,6365,,unknown,unknown,1.0,1.0,"email, phone, facebook",1,1,1125,1.0
6360,6366,,within an hour,50-89%,3.0,3.0,"email, phone, reviews, jumio",2,1,1125,4.0
6361,6367,,within an hour,50-89%,3.0,3.0,"email, phone, reviews, jumio",1,1,1125,4.0
6362,6368,,within an hour,50-89%,3.0,3.0,"email, phone, reviews, jumio",2,1,1125,4.0
6363,6369,"Hello, I am a 33 old girl from Brussels. I am an actrice traveling a lot for my work but I also like to travel alone and discover the world. I am a quiet and friendly person :) Mutual respect is very important for me.",within a day,100%,1.0,1.0,"email, phone, google, jumio, offline_government_id, government_id",1,3,30,2.0
6364,6370,Independent documentaryfilm and television maker,within a few hours,50-89%,1.0,1.0,"email, phone, reviews, jumio",1,1,50,3.0
6365,6371,,within a day,0-49%,1.0,1.0,"email, phone, reviews",1,2,1125,2.0
6366,6372,,within an hour,100%,1.0,1.0,"email, phone, reviews",1,1,25,4.0
6367,6373,,unknown,unknown,1.0,1.0,"email, phone, google, reviews, jumio, government_id",1,3,6,1.0
6368,6374,,unknown,unknown,1.0,1.0,"email, phone, facebook",1,3,15,1.0
6369,6375,"Hi there,  I'm an Italian musician living in Brussels since 2007, I'm often abroad and when my girlfriend joins me we like to rent the flat. We're both quite informal and open... and we love Brussels!  So we'll be more than happy to share all that we discover of this ugly but oh so vibrant city, so once you get to the flat we want to give you more tips than house rules :)",unknown,unknown,1.0,1.0,"email, phone, reviews, jumio",1,2,1125,1.0
6370,6376,"Grand voyageur, passionné de l'Asie, ouvert aux autres et curieux!",within a few hours,100%,1.0,1.0,"email, phone, reviews, jumio",1,1,1125,3.0
6371,6377,A person with a view and a mission. I am a photographer and have been learning about the Inca tradition for some time. I love life and people who have a possitive view in life.  I will be happy to welcome you. If their is any question I will be finding the answer. Thank you for reading my page.,within a few hours,50-89%,1.0,1.0,"email, phone, facebook, reviews",1,2,1125,3.0
6372,6378,,within a day,100%,3.0,3.0,"email, phone, reviews",1,28,155,2.0
6373,6379,,within an hour,100%,2.0,2.0,"email, phone, reviews",1,1,1125,4.0
6374,6380,,within an hour,100%,2.0,2.0,"email, phone, reviews",1,1,1125,4.0
6375,6381,,within a day,100%,1.0,1.0,"email, phone, facebook, reviews, jumio, government_id",1,1,1125,2.0
6376,6382,,unknown,unknown,1.0,1.0,"email, phone, reviews",1,2,1125,1.0
6377,6383,,within a day,0-49%,1.0,1.0,"email, phone",1,1,2,2.0
6378,6384,"Originally from Antwerp, I moved in Brussels around 15 years ago, after some years spent abroad, and fell in love with the city, where I am now enjoying life!",within an hour,100%,3.0,3.0,"email, phone, reviews",2,1,1125,4.0
6379,6385,"Originally from Antwerp, I moved in Brussels around 15 years ago, after some years spent abroad, and fell in love with the city, where I am now enjoying life!",within an hour,100%,3.0,3.0,"email, phone, reviews",1,2,1125,4.0
6380,6386,"Originally from Antwerp, I moved in Brussels around 15 years ago, after some years spent abroad, and fell in love with the city, where I am now enjoying life!",within an hour,100%,3.0,3.0,"email, phone, reviews",1,1,1125,4.0
6381,6387,,within a day,50-89%,2.0,2.0,"email, phone, reviews, jumio",1,15,1125,2.0
6382,6388,"My name is Béatrice, I'm a psychotherapist. My partner Rémy is a yoga teacher. It will be a great pleasure to invite you to a yoga session.",within a few hours,100%,1.0,1.0,"email, phone, reviews, jumio",2,2,1125,3.0
6383,6389,,within an hour,100%,1.0,1.0,"email, phone, reviews",3,2,1125,4.0
6384,6390,"Hola, I'm a very frequent traveler. In fact, most of my life is spent traveling. Of course, some would object that anyway life is but a journey. If so, then I like to think that mine is a journey within a journey. Apart from obsessive traveling, I enjoy good food, wine and music, especially in good company. Reading is also a favourite.",within an hour,100%,1.0,1.0,"email, phone, reviews, jumio",2,3,1125,4.0
6385,6391,location à Tenerife,within a day,50-89%,3.0,3.0,"email, phone, reviews",2,3,1125,2.0
6386,6392,"Je suis étudiante à Anvers, une ville très agreable , interessée par l'art, j'ai choisi un bon centre culturel ) J'aime voyager , evidemment, c'est pourquoi je suis inscrite ici, de plus je trouve que ce moyen permet de faire des rencontrer et visiter d'autre coins de villes, que les touristes ont tendance à envahir ..",within a few hours,100%,1.0,1.0,"email, phone, reviews",2,2,1125,3.0
6387,6393,Marianne & Luc,unknown,unknown,2.0,2.0,"email, phone, reviews, jumio",1,2,1125,1.0
6388,6394,Marianne & Luc,unknown,unknown,2.0,2.0,"email, phone, reviews, jumio",2,2,1125,1.0
6389,6395,,unknown,unknown,1.0,1.0,"phone, facebook",1,1,1125,1.0
6390,6396,,unknown,unknown,1.0,1.0,"email, phone, facebook",1,1,2,1.0
6391,6397,"Hi there!  I have been for 2 years 1/2 in Brussels after 5 years in New York, where I started subletting my apt, then 3 years in Paris. I think I found the right city and we're settling in Brussels for good! My boyfriend Kobe and I are professional musicians and love travelling as much as possible, using airbnb as hosts and guests. We also love our home, so we will appreciate you (guest) taking care of it and we will do the same at your place!   Fabienne",within an hour,100%,1.0,1.0,"email, phone, facebook, reviews, jumio, work_email",4,4,21,4.0
6392,6398,,unknown,unknown,1.0,1.0,"email, phone",1,1,5,1.0
6393,6399,Jeune couple de français installé à Bruxelles.,unknown,unknown,1.0,1.0,"email, reviews, jumio, government_id",1,2,1125,1.0
6394,6400,"Delphine,  30 ans,  je vis avec mon compagnon et ma fille de 8mois dans un charmant appartement proche du centre de Bruxelles. Nous sommes, mon compagnon et moi tout deux enseignants en éducation physique. Nous sommes très sportifs. Nous adorons voyager... Nous avons fait un tour du monde de deux ans, il y à quelques années et depuis avec nos congés de profs, nous essayons de voyager dès que possible... Ce que nous aimons dans nos voyages, c'est de découvrir de beaux endroits, de vivre de nouvelles expériences et de partager avec les locaux... Nous aimons également beaucoup le cinéma, passer du temps avec famille et amis et profiter des choses simples...",unknown,unknown,1.0,1.0,"email, phone",1,4,1125,1.0
6395,6401,I am an open and easy person who loves to cook. My Familiy is the most important thing in the world. I love to travel and I am always interested to meet people and listen to their stories.,within an hour,100%,1.0,1.0,"email, phone, linkedin, reviews, work_email",2,3,1125,4.0
6396,6402,,unknown,unknown,1.0,1.0,"email, phone",1,1,1125,1.0
6397,6403,"We are two friends living in Brussels. We came here for studies. We are artists, one is an animator and the other is graphic designer. We like to meet people from all over the world !",within a few hours,100%,1.0,1.0,"email, phone, reviews",1,3,1125,3.0
6398,6404,On n'a que 2 vies et la deuxième commence quand  l'on s'aperçoit que l'on en a qu'une.,unknown,unknown,1.0,1.0,"email, phone, reviews, jumio",2,3,1125,1.0
6399,6405,"I am a young woman, very active and full of resources, very concerned by environemental issues. I work for a little association in renewable energy in Brussels.",within a day,50-89%,1.0,1.0,"email, phone, reviews",2,2,1125,2.0
6400,6406,Hi!  I'm a vibrant lady who loves to travel and explore. I have my own business of vintage clothing and many projects on the side involving interior design & fashion.  Always love to meet new people,within a few hours,100%,1.0,1.0,"email, phone, reviews, jumio, government_id",1,1,120,3.0
6401,6407,,unknown,unknown,1.0,1.0,"email, phone, facebook, reviews, jumio, government_id",2,1,3,1.0
6402,6408,,within an hour,100%,1.0,1.0,"email, phone, reviews",2,1,1125,4.0
6403,6409,,unknown,unknown,1.0,1.0,"email, phone",1,1,3,1.0
6404,6410,,within an hour,100%,1.0,1.0,"email, phone, facebook, reviews, jumio, government_id",1,1,1125,4.0
6405,6411,,unknown,unknown,1.0,1.0,"email, phone, jumio",1,7,60,1.0
6406,6412,"Je suis quelqu'un de très convivial, très ouvert avec l'ensemble des (URL HIDDEN) travaille pour un loueur de voiture qui est basé à Bruxelles  (URL HIDDEN) ;",unknown,unknown,1.0,1.0,"email, phone, facebook",1,1,1125,1.0
6407,6413,"psychology student , i love sport, cooking  and discovering new things",within a day,100%,1.0,1.0,"email, phone, facebook, reviews",1,1,1125,2.0
6408,6414,,unknown,unknown,1.0,1.0,"email, phone, google, jumio, government_id",2,2,1125,1.0
6409,6415,"I am a kind, sociable and outgoing person. I love having people around me and it makes me happy when my guests feel comfortable and at home in my little oasis. I am multilingual and  I hope I will get the opportunity to speak different languages with my guests. Through my guests I also hope to discover some new cultures and traditions.",within a day,50-89%,1.0,1.0,"email, phone, reviews",1,1,1125,2.0
6410,6416,"belge,j",within an hour,100%,2.0,2.0,"email, phone, reviews",1,3,365,4.0
6411,6417,"belge,j",within an hour,100%,2.0,2.0,"email, phone, reviews",1,3,1125,4.0
6412,6418,"Jeune fille indépendante, respectueuse des gens qui l'entourent. J'adore voyager et rencontrer des nouvelles personnes, échanger, goûter les choses locales, me fondre dans mon environnement. Aujourd'hui, je préfère profiter d'une chambre d'hôte et des échanges avec les personnes locales plutôt que de dormir dans un hôtel qui est au final assez impersonnel... J'utilise moi même airbnb pour voyager.",within an hour,100%,1.0,1.0,"email, phone, reviews, jumio",1,2,1125,4.0
6413,6419,,within an hour,100%,1.0,1.0,"email, phone, google, reviews, jumio, government_id",2,1,14,4.0
6414,6420,,within an hour,90-99%,2.0,2.0,"email, phone, reviews, jumio",1,1,1125,4.0
6415,6421,,within an hour,90-99%,2.0,2.0,"email, phone, reviews, jumio",1,1,1125,4.0
6416,6422,"Ik ben 53 jaar en geef les in het schooltje om de hoek.  Mijn 3 zonen zijn het huis uit en mijn dochter is momenteel op Erasmus-stage. Sinds ik airbnb heb leren kennen, ga ik veel op reis en had ik steeds prettige airbnb-ervaringen.  Ik kijk er naar uit om nu ook vakantiegangers te kunnen ontvangen.",within a few hours,100%,1.0,1.0,"email, phone, reviews, jumio",2,2,1125,3.0
6417,6423,"Simple, spontaneous and helpful!",within a day,50-89%,2.0,2.0,"email, phone, google, reviews, jumio, work_email",1,1,1,2.0
6418,6424,"Je suis française, d'origine italienne et vivant à Bruxelles depuis bientôt 10 ans. Je suis logopède-orthophoniste et passionnée de lectures, de danse et de musique. J'aime énormément la vie culturelle à Bruxelles (accessible et originale).",within a few hours,100%,1.0,1.0,"email, phone, reviews, jumio, government_id",1,4,80,3.0
6419,6425,,within an hour,100%,1.0,1.0,"email, phone, facebook, google, reviews, jumio, offline_government_id, government_id",2,1,25,4.0
6420,6426,,unknown,unknown,1.0,1.0,"email, phone, reviews",1,1,1125,1.0
6421,6427,"Jeune couple avec un bébé, nous aimons les voyages, la lecture, le sport et le (bon) vin...",within an hour,100%,1.0,1.0,"email, phone, reviews",3,3,1125,4.0
6422,6428,"25 year old, love to travel and meet people from around the world, Italian expat for the last 7 years, enjoy rock-indie music, totally devoted to my dogs. Being able to laugh, even at the worst of times, is one of the most important things to me.",within a day,100%,1.0,1.0,"email, phone, reviews, jumio",1,1,3,2.0
