property_id,Dutch,English,French,Germany,property_type,property_room_type,property_max_guests,property_bathrooms,property_bedrooms,cluster_label,centroid_distance,Airbed,Couch,Futon,Pull-out Sofa,Real Bed,[24-hourcheck-in,accessible-heightbed,airconditioning,babybath,babymonitor,babysitterrecommendations,bathtub,bbqgrill,beachessentials,bedlinens,breakfast,buzzer/wirelessintercom,cabletv,carbonmonoxidedetector,cat(s),changingtable,children’sbooksandtoys,children’sdinnerware,cleaningbeforecheckout,coffeemaker,cookingbasics,crib,disabledparkingspot,dishesandsilverware,dishwasher,dog(s),doorman,doormanentry,dryer,elevatorinbuilding,essentials,ethernetconnection,extrapillowsandblankets,family/kidfriendly,fireextinguisher,fireplaceguards,firmmatress,firstaidkit,flatsmoothpathwaytofrontdoor,freeparkingonpremises,freeparkingonstreet,gameconsole,gardenorbackyard,grab-railsforshowerandtoilet,gym,hairdryer,hangers,heating,highchair,hottub,hotwater,indoorfireplace,internet,iron,keypad,kitchen,laptopfriendlyworkspace,lockbox,lockonbedroomdoor,longtermstaysallowed,luggagedropoffallowed,microwave,otherpet(s),outletcovers,oven,pack’nplay/travelcrib,pathtoentrancelitatnight,patioorbalcony,petsallowed,petsliveonthisproperty,pocketwifi,pool,privatebathroom,privateentrance,privatelivingroom,refrigerator,roll-inshowerwithshowerbenchorchair,room-darkeningshades,safetycard,selfcheck-in,shampoo,singlelevelhome,smartlock,smokedetector,smokingallowed,stairgates,step-freeaccess,stove,suitableforevents,tablecornerguards,translationmissing:en.hosting_amenity_49,translationmissing:en.hosting_amenity_50,tv,washer,washer/dryer,wheelchairaccessible,wideclearancetobed,wideclearancetoshowerandtoilet,widedoorway,widehallwayclearance,windowguards,wirelessinternet],property_scraped_at_host_since,property_last_updated,host_location_belgium_brussels,host_location_belgium_flanders,host_location_belgium_other_regions,host_location_other_countries,host_response_rate,host_nr_listings,host_nr_listings_total,booking_price_covers,booking_min_nights,booking_max_nights,property_beds,responsetime_code,logic_host_verified,extra_beds,reviews_acc,reviews_cleanliness,reviews_checkin,reviews_communication,reviews_location,reviews_value,reviews_per_month,Host Is Superhost,Host Has Profile Pic,Host Identity Verified,Is Location Exact,Instant Bookable,Require Guest Profile Picture,Require Guest Phone Verification,None,target,booking_availability_30,booking_availability_60,booking_availability_90,booking_availability_365,reviews_num,reviews_last,reviews_rating,booking_cancel_policy
5780,FALSE,FALSE,TRUE,FALSE,0,1,2,1,1,0,1.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1471,330,1,0,0,0,92.06158125,1,1,1,5,1125,1,0,FALSE,1,10,10,10,10,10,10,0.1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,28,0,0,0,258,1,305,100,3
5781,FALSE,FALSE,TRUE,FALSE,0,1,2,1,1,0,2.59,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,432,21,1,0,0,0,100,1,1,1,1,1125,1,2,FALSE,1,10,10,10,10,9,10,3.89,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,80,1,27,57,147,17,12,95,2
5782,FALSE,FALSE,TRUE,FALSE,0,0,3,1,1,0,3.32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,431,1,1,0,0,0,100,1,1,1,2,30,2,1,FALSE,2,10,10,10,10,10,10,2.67,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,50,4,11,29,173,33,14,95,2
5783,FALSE,TRUE,FALSE,FALSE,0,0,4,1,0,0,2.24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,430,35,1,0,0,0,100,1,1,1,2,1125,3,2,FALSE,3,10,10,10,10,8,9,1.28,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,71,1,1,1,65,7,70,89,2
5784,FALSE,FALSE,TRUE,FALSE,0,0,4,1,1,0,3.32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,431,6,0,0,0,1,100,1,1,2,2,5,2,3,FALSE,2,10,10,10,10,9,10,1.23,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,45,10,16,16,16,9,10,95,3
5785,FALSE,FALSE,TRUE,FALSE,0,0,6,1,2,0,1.82,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,431,0,1,0,0,0,100,13,13,1,1,1125,3,1,FALSE,5,9.469387755,9.211651628,9.608951708,9.621298294,9.241358995,9.246168959,1.667711816,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,30,13,31,37,300,0,17295,93.33333333,2
5786,FALSE,FALSE,TRUE,FALSE,0,0,10,2,3,0,1.83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,431,0,1,0,0,0,100,13,13,1,1,1125,6,1,FALSE,9,10,10,10,10,9,10,2.2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,50,17,28,45,296,31,16,95,2
5787,FALSE,FALSE,TRUE,FALSE,8,0,3,1,1,0,1.89,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,430,3,1,0,0,0,100,13,13,1,1,1125,2,1,FALSE,2,9.469387755,9.211651628,9.608951708,9.621298294,9.241358995,9.246168959,1.667711816,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,30,10,23,46,308,0,17294,88.66666667,2
5788,FALSE,FALSE,TRUE,FALSE,8,0,3,1,1,0,1.94,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,430,3,1,0,0,0,100,13,13,1,1,1125,2,1,FALSE,2,9.469387755,9.211651628,9.608951708,9.621298294,9.241358995,9.246168959,1.667711816,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,180,7,24,54,322,0,17294,97.66666667,3
5789,FALSE,FALSE,TRUE,FALSE,8,0,3,1,1,0,1.95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,430,3,1,0,0,0,100,13,13,1,1,1125,1,1,FALSE,2,10,10,10,10,8,10,0.08,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,60,8,31,59,329,1,369,80,2
5790,FALSE,FALSE,TRUE,FALSE,8,0,6,1,2,0,1.91,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,430,0,1,0,0,0,100,13,13,1,1,1125,3,1,FALSE,5,9,8,9,9,6,8,0.28,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,50,21,44,65,330,3,134,80,2
5791,FALSE,FALSE,TRUE,FALSE,8,0,3,1,1,0,1.84,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,430,3,1,0,0,0,100,13,13,1,1,1125,2,1,FALSE,2,9.469387755,9.211651628,9.608951708,9.621298294,9.241358995,9.246168959,1.667711816,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,85,14,37,64,339,0,17294,96,2
5792,FALSE,FALSE,TRUE,FALSE,8,0,6,1,2,0,1.97,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,430,7,1,0,0,0,100,13,13,1,1,1125,3,1,FALSE,5,9,10,9,9,9,9,0.93,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,65,15,34,60,330,12,27,92,3
5793,FALSE,FALSE,TRUE,FALSE,0,0,7,1,2,0,1.92,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,430,0,1,0,0,0,100,13,13,1,1,1125,4,1,FALSE,6,8,4,10,10,8,4,0.23,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,25,19,43,62,324,1,127,60,3
5794,FALSE,FALSE,TRUE,FALSE,0,0,7,1,2,0,1.91,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,431,7,1,0,0,0,100,13,13,1,1,1125,4,1,FALSE,6,10,10,10,10,9,10,0.63,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,36,21,47,72,339,3,56,100,3
5795,FALSE,FALSE,TRUE,FALSE,0,0,5,1,1,0,1.93,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,430,7,1,0,0,0,100,13,13,1,1,1125,1,1,FALSE,4,10,10,10,10,10,10,0.23,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,47,14,32,49,302,1,15,80,3
5796,FALSE,FALSE,TRUE,FALSE,0,0,10,1,3,0,1.88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,430,7,1,0,0,0,100,13,13,1,1,1125,5,1,FALSE,9,9,9,9,9,9,8,1.4,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,75,14,35,52,311,6,15,90,3
5797,FALSE,FALSE,TRUE,FALSE,0,0,7,1.5,2,0,1.94,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,431,7,1,0,0,0,100,13,13,1,1,1125,4,1,FALSE,6,9.469387755,9.211651628,9.608951708,9.621298294,9.241358995,9.246168959,1.667711816,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,120,16,46,76,351,0,17295,90.33333333,1
5798,FALSE,FALSE,TRUE,FALSE,0,0,5,1,2,0,1.97,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,431,60,1,0,0,0,100,1,1,2,2,1125,2,1,TRUE,3,10,10,10,10,9,9,3.73,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,100,11,30,50,325,53,7,91,2
5799,FALSE,FALSE,TRUE,FALSE,0,0,2,1,0,0,2.68,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,430,35,0,0,1,0,89,1,1,1,2,7,1,1,FALSE,1,10,10,10,10,9,10,2.14,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,95,0,0,0,0,7,35,97,3
5800,FALSE,TRUE,FALSE,FALSE,14,0,3,1,2,1,1.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,433,60,0,1,0,0,92.06158125,1,1,1,3,1125,1,0,FALSE,2,8,10,10,10,8,10,0.17,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,25,0,0,0,0,2,295,80,2
5801,FALSE,TRUE,FALSE,FALSE,14,1,5,1,1,0,6.26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1468,300,1,0,0,0,92.06158125,1,1,3,1,1125,2,0,FALSE,2,9.469387755,9.211651628,9.608951708,9.621298294,9.241358995,9.246168959,1.667711816,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,40,0,0,0,0,0,17294,98.66666667,3
5802,FALSE,TRUE,FALSE,FALSE,0,0,4,1,2,1,3.43,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,432,120,0,1,0,0,92.06158125,1,1,2,1,14,2,0,TRUE,2,10,10,10,10,9,10,1.66,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,50,0,0,0,0,18,207,99,2
5803,FALSE,FALSE,TRUE,FALSE,0,1,2,1,1,0,5.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,428,120,0,0,0,1,92.06158125,1,1,1,1,1125,1,0,FALSE,1,9,9,9,8,8,8,0.43,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,16,0,0,0,0,2,130,100,3
5804,FALSE,TRUE,FALSE,FALSE,0,0,5,1,2,1,1.89,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,432,28,0,0,0,1,100,1,1,1,2,8,3,2,FALSE,4,9,9,10,10,9,9,2.16,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,23,53,83,173,11,14,95,3
5805,FALSE,TRUE,FALSE,FALSE,0,0,2,1,1,1,1.39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1472,21,0,0,1,0,100,1,1,1,2,14,2,1,FALSE,1,9,9,10,10,10,10,0.61,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,29,0,0,0,139,9,12,93,1
5806,FALSE,TRUE,FALSE,FALSE,0,1,1,2,1,0,2.28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2176,90,1,0,0,0,100,1,1,1,2,1125,1,3,FALSE,0,10,10,10,9,10,10,0.41,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,88,0,0,2,277,6,274,97,2
5807,TRUE,FALSE,FALSE,FALSE,0,0,3,1,1,1,1.65,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431,42,0,1,0,0,100,1,1,2,1,7,2,1,FALSE,1,9,9,9,9,10,8,1.62,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20,0,0,0,0,19,40,84,1
5808,FALSE,FALSE,TRUE,FALSE,0,0,4,1,1,0,4.12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,428,1,1,0,0,0,100,1,1,1,1,1125,2,2,TRUE,3,9,8,9,9,8,8,1.43,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,65,18,48,50,131,2,14,80,2
5809,FALSE,TRUE,FALSE,FALSE,0,0,2,1,1,0,1.38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,426,21,1,0,0,0,100,2,2,1,1,1125,1,1,FALSE,1,9,8,10,9,9,8,2.78,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,50,12,32,51,326,38,13,83,2
5810,FALSE,TRUE,FALSE,FALSE,0,1,2,1,1,0,2.01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1467,4,0,0,0,1,90,2,2,1,1,1125,1,3,FALSE,1,10,10,10,10,9,10,0.74,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,45,21,51,81,356,9,246,98,1
5811,FALSE,TRUE,FALSE,FALSE,0,0,4,1,2,0,1.96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1466,2,0,0,0,1,90,2,2,2,1,1125,2,3,FALSE,2,10,9,9,10,9,9,1.07,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,29,17,30,60,335,12,28,91,1
5812,FALSE,FALSE,TRUE,FALSE,0,0,4,1,2,0,3.81,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,426,0,1,0,0,0,100,1,1,1,2,12,2,2,FALSE,3,10,9,10,10,9,10,1.74,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,64,1,14,44,276,24,43,97,2
5813,FALSE,TRUE,FALSE,FALSE,0,1,2,1,1,0,0.54,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,427,1,0,0,0,1,100,1,1,1,1,1125,1,3,TRUE,1,10,10,10,10,10,10,0.16,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,85,0,0,0,0,2,370,100,3
