property_id,property_zipcode,property_type,property_room_type,property_max_guests,property_bathrooms,property_bedrooms,cluster_label,centroid_distance
4929,1190,14,1,1,1.0,1.0,9,1.08
4930,2060,0,1,2,1.0,1.0,6,1.22
4931,1180,14,0,4,1.0,2.0,9,1.36
4932,2140,0,0,2,1.0,1.0,6,0.86
4933,1000,0,0,5,1.0,1.0,2,0.26
4934,2000,0,0,2,1.0,1.0,1,0.99
4935,1050,14,0,7,2.0,4.0,4,0.74
4936,1081,0,0,2,1.0,1.0,8,2.0
4937,2018,0,0,2,1.0,1.0,1,1.96
4938,1050,0,1,3,1.0,1.0,7,0.91
4939,1060,15,0,7,1.5,3.0,9,1.2
4940,1000,0,1,2,1.0,1.0,2,0.48
4941,1060,0,0,4,1.5,1.0,4,0.95
4942,1050,0,1,3,1.0,1.0,4,0.95
4943,1050,0,1,3,1.0,1.0,4,0.93
4944,1060,0,0,6,1.5,3.0,9,1.24
4945,1170,14,0,4,1.0,2.0,7,1.41
4946,1000,0,0,2,1.0,0.0,2,0.73
4947,1070,15,1,2,1.0,1.0,9,1.82
4948,1200,0,0,6,2.0,2.0,3,2.14
4949,1200,8,1,2,1.0,1.0,3,2.14
4950,1080,0,0,4,1.0,1.0,4,0.58
4951,1000,0,0,2,1.0,1.0,2,0.87
4952,1000,0,0,2,1.0,0.0,4,0.63
4953,1000,0,0,2,1.0,1.0,2,0.46
4954,1060,15,0,6,2.0,2.0,2,1.19
4955,1000,0,0,2,1.0,1.0,2,0.22
4956,2018,14,1,2,1.5,1.0,6,1.62
4957,1050,0,1,1,1.0,1.0,4,0.5
4958,1000,15,0,3,1.0,0.0,0,1.15
4959,1060,0,1,2,1.0,1.0,9,1.17
4960,1190,0,1,2,1.0,1.0,9,0.86
4961,1081,0,1,2,1.0,1.0,5,1.74
4962,1060,0,0,2,1.0,0.0,4,1.02
4963,1190,0,1,2,1.0,1.0,9,2.28
4964,1210,0,1,2,1.0,1.0,0,0.56
4965,1210,0,1,2,1.0,1.0,0,0.71
4966,2000,0,0,2,1.0,1.0,1,0.6
4967,2000,0,0,4,1.0,2.0,1,0.66
4968,1060,0,0,3,1.5,1.0,4,1.13
4969,1060,0,0,2,1.0,1.0,9,0.23
4970,1000,0,0,2,1.0,1.0,2,0.56
4971,1020,0,0,3,1.0,0.0,5,0.43
4972,2018,0,0,2,1.0,0.0,6,0.94
4973,2100,0,0,4,1.0,1.0,6,2.12
4974,2000,20,0,4,1.0,2.0,1,2.42
4975,2000,0,0,2,1.0,1.0,1,0.74
4976,2140,0,0,2,1.0,1.0,6,0.24
4977,1170,0,1,2,1.0,1.0,7,1.86
4978,1060,0,0,2,1.0,1.0,9,0.65
4979,1050,0,0,3,1.0,1.0,4,0.53
4980,1050,0,0,2,1.0,1.0,4,0.89
4981,1050,0,0,6,2.0,2.0,4,0.54
4982,1050,0,0,4,1.0,2.0,4,1.17
4983,1000,14,1,2,1.0,1.0,0,1.03
4984,1190,14,1,1,2.0,1.0,9,0.8
4985,1050,0,0,2,1.0,1.0,7,1.74
4986,1050,14,1,2,1.0,1.0,7,1.57
4987,1190,14,1,2,1.0,1.0,9,1.6
4988,1000,0,0,3,1.0,1.0,2,0.3
4989,1000,0,0,2,1.0,0.0,2,0.4
4990,1060,0,0,2,1.0,1.0,9,1.1
4991,1190,0,1,3,2.0,1.0,9,1.02
4992,1050,0,1,2,1.0,1.0,7,2.07
4993,1060,0,0,4,1.0,1.0,2,1.41
4994,1000,14,1,2,1.0,1.0,2,0.54
4995,1050,0,0,4,1.0,1.0,4,0.84
4996,2000,0,0,2,1.0,1.0,1,1.07
4997,1060,0,0,4,1.0,2.0,9,1.0
4998,1050,0,0,5,2.0,3.0,4,1.11
4999,1000,0,0,2,1.0,0.0,2,0.5
5000,2020,14,1,1,1.0,1.0,1,3.38
5001,1000,0,1,1,1.0,1.0,2,2.19
5002,2018,0,0,2,1.0,1.0,6,0.8
5003,1060,0,0,2,1.5,1.0,4,0.78
5004,1060,0,0,2,1.0,1.0,9,0.88
5005,2000,15,0,6,2.0,2.0,1,2.04
5006,2018,0,0,4,1.0,2.0,1,0.96
5007,1190,0,1,2,1.0,1.0,9,0.26
5008,1190,0,1,2,1.0,1.0,9,0.36
5009,1050,14,1,2,1.0,1.0,7,1.42
5010,1050,14,1,1,1.0,1.0,4,1.31
5011,1180,1,1,2,1.0,1.0,9,2.29
5012,1000,14,1,2,1.0,1.0,0,1.2
5013,1160,14,0,4,1.0,3.0,3,2.17
5014,1070,0,0,5,1.0,0.0,8,1.25
5015,1050,0,0,2,1.0,1.0,4,0.8
5016,1030,0,0,4,1.0,0.0,2,1.86
5017,1180,0,0,2,1.0,1.0,9,2.24
5018,1000,0,0,2,1.0,1.0,2,0.18
5019,1210,0,1,2,1.5,1.0,0,0.52
5020,1050,0,1,2,1.0,1.0,4,0.82
5021,1030,0,0,4,1.0,2.0,0,0.68
5022,1050,0,0,4,1.0,1.0,4,1.18
5023,1050,0,0,6,1.0,2.0,4,1.15
5024,1050,12,1,2,1.0,0.0,4,1.03
5025,1050,0,0,4,1.0,1.0,4,1.06
5026,1200,14,0,6,2.5,3.0,3,1.73
5027,1200,0,1,1,1.0,1.0,3,1.86
5028,2000,8,1,2,1.0,1.0,1,1.49
5029,1040,0,1,2,1.0,1.0,7,1.12
5030,1050,0,1,2,1.0,1.0,4,0.61
5031,1050,0,0,3,1.0,1.0,7,0.93
5032,1180,15,0,5,1.0,2.0,9,1.61
5033,2018,0,0,8,1.0,2.0,1,0.86
5035,1060,14,1,2,1.0,1.0,9,0.74
5036,1060,14,1,1,1.0,1.0,9,0.69
5037,1060,14,1,1,1.0,1.0,9,0.68
5038,1630,21,1,2,1.0,1.0,9,4.81
5039,1050,0,1,2,1.0,1.0,4,0.71
5040,1050,0,0,4,1.0,1.0,4,0.74
5042,1210,0,0,2,1.0,0.0,0,1.18
5044,1000,0,0,2,1.0,1.0,4,0.56
5045,1210,0,1,4,2.0,1.0,2,1.5
5046,1210,0,1,3,2.0,1.0,2,1.32
5047,1210,0,1,7,2.0,1.0,2,1.46
5048,1210,0,1,2,2.0,1.0,2,1.5
5049,1200,0,0,2,1.0,1.0,7,2.07
5050,1200,0,1,2,1.0,1.0,7,2.21
5051,1200,0,0,2,1.0,0.0,7,2.11
5052,1200,0,0,2,1.0,0.0,7,2.19
5053,1040,0,0,4,1.0,2.0,7,1.45
5054,1040,0,0,4,1.0,2.0,7,1.53
5055,1040,0,0,2,1.0,0.0,7,1.47
5056,1040,0,0,2,1.0,1.0,7,1.47
5057,1040,0,0,2,1.0,1.0,7,1.44
5058,1040,0,0,2,1.0,0.0,7,1.47
5059,1040,0,0,4,2.0,2.0,7,1.59
5060,1040,0,0,3,1.0,2.0,7,1.38
5061,1040,0,0,3,1.0,2.0,7,1.47
5062,1040,0,0,2,1.0,0.0,7,1.63
5063,1150,1,1,2,1.0,1.0,3,1.24
5064,1050,0,0,4,1.0,1.0,4,0.86
5065,1190,0,1,2,1.0,1.0,9,0.29
5066,1190,0,1,2,1.0,1.0,9,0.32
5067,1030,14,1,2,2.0,1.0,0,1.42
5068,1040,20,0,1,1.0,0.0,7,0.93
5069,1040,14,1,1,1.0,1.0,7,1.02
5070,1040,14,1,1,1.0,1.0,7,0.91
5071,1070,0,0,4,1.0,1.0,8,1.72
5072,1060,0,1,2,1.0,1.0,9,0.59
5073,1180,0,1,1,1.0,1.0,9,1.25
5074,1180,0,1,2,1.0,1.0,9,1.27
5075,1150,0,0,2,1.0,0.0,7,0.8
5076,1060,0,0,2,1.0,1.0,9,0.31
5077,1000,15,0,4,1.0,2.0,2,0.71
5078,1000,0,1,2,1.0,1.0,2,0.25
5079,1170,21,0,10,3.0,5.0,7,1.68
5080,1170,14,1,5,2.0,3.0,7,1.89
5081,1070,0,0,2,1.0,1.0,8,2.19
5082,1040,0,1,2,1.0,1.0,7,1.3
5083,2000,0,1,1,1.0,1.0,1,0.54
5084,1030,0,0,4,1.0,2.0,0,1.64
5085,1000,0,0,4,2.0,2.0,4,0.67
5086,1190,0,1,1,1.0,1.0,9,2.02
5087,1060,14,0,5,1.0,3.0,9,0.95
5088,1070,0,1,1,1.0,1.0,8,3.46
5090,1180,0,1,2,1.0,1.0,9,1.35
5091,1190,0,0,3,1.0,1.0,9,0.52
5092,2060,14,0,6,1.5,3.0,6,0.93
5093,1050,0,0,4,1.0,1.0,4,0.63
5094,1000,0,0,4,1.5,1.0,5,1.33
5095,1040,0,1,2,1.5,1.0,4,1.45
5097,1070,15,0,2,1.0,2.0,2,1.14
5098,1000,0,0,5,2.0,2.0,2,0.78
5099,1060,0,0,4,2.0,2.0,9,1.03
5100,1060,0,0,2,1.0,0.0,9,1.28
5101,1030,0,1,2,1.0,1.0,0,1.74
5102,1170,0,0,2,1.0,2.0,7,2.4
5103,1170,14,0,5,2.0,4.0,7,1.69
5104,1030,15,0,6,1.0,3.0,0,1.03
5105,1060,0,0,2,1.0,1.0,9,1.26
5107,1180,8,0,2,1.0,1.0,9,1.72
5108,2000,0,1,1,1.0,1.0,1,1.0
5109,1050,14,0,4,1.5,1.0,4,1.17
5110,2600,0,0,2,1.0,1.0,6,3.29
5111,1050,0,1,2,1.0,1.0,4,0.4
5112,1050,14,0,5,1.0,3.0,4,1.01
5113,1190,0,1,2,1.0,1.0,9,1.23
5114,1000,0,0,4,1.0,2.0,2,0.51
5115,2170,0,0,3,1.0,1.0,6,4.56
5116,1000,0,0,3,1.5,2.0,2,0.29
5117,1000,0,1,2,1.0,1.0,2,0.47
5118,1070,0,0,4,1.0,1.0,8,1.91
5119,1040,0,0,5,1.0,2.0,7,0.83
5120,1000,0,0,2,1.0,1.0,2,0.31
5121,1081,0,1,3,1.0,1.0,5,1.54
5122,1000,0,1,2,1.0,1.0,2,0.54
5123,1000,0,0,6,1.0,2.0,2,0.48
5124,1020,14,0,4,2.0,3.0,5,3.24
5125,1190,0,1,2,1.0,1.0,9,0.6
5126,1210,0,0,1,1.0,2.0,0,0.95
5127,1090,0,2,1,2.0,1.0,5,0.81
5128,1060,15,0,4,1.0,1.0,2,1.14
5129,1000,0,0,3,1.0,2.0,2,0.36
5130,1000,0,0,4,1.0,2.0,2,0.12
5131,1000,0,1,2,1.0,1.0,2,0.34
5132,1000,0,1,2,1.0,1.0,2,0.49
5133,1000,15,0,6,1.0,1.0,2,0.3
5134,1190,14,1,2,2.0,1.0,9,2.22
5135,1030,0,0,3,1.0,1.0,0,1.55
5136,1060,0,0,4,1.0,2.0,4,0.82
5137,1030,0,0,4,1.0,1.0,0,2.69
5138,1000,0,1,1,1.0,1.0,4,1.19
5139,1050,0,0,2,1.0,1.0,4,0.44
5140,1060,0,1,2,1.0,1.0,9,0.55
5141,1000,0,0,2,1.0,1.0,2,0.64
5142,1030,0,0,2,1.0,1.0,0,0.2
5143,1000,0,0,5,1.0,3.0,2,0.53
5144,1060,0,0,5,1.0,1.0,2,1.43
5145,1000,0,0,2,1.0,1.0,2,0.56
5146,1000,0,0,3,1.0,1.0,2,0.19
5147,1180,0,0,4,2.0,2.0,9,1.87
5148,1000,0,0,6,1.5,2.0,0,0.84
5149,1000,0,0,6,1.5,2.0,0,0.99
5150,1000,0,0,6,1.5,2.0,0,0.84
5151,1000,0,0,6,1.5,2.0,0,1.06
5152,1000,0,0,6,1.5,2.0,0,0.86
5153,1000,0,0,6,1.5,2.0,0,0.87
5154,1000,0,0,6,2.0,2.0,0,0.95
5155,1000,14,0,4,1.0,0.0,0,0.92
5156,1000,0,0,2,1.0,0.0,0,0.9
5157,1040,0,0,6,1.0,2.0,0,1.77
5158,1000,0,0,2,1.0,1.0,2,0.51
5159,1040,0,0,4,1.0,2.0,0,1.58
5160,1050,0,0,3,1.0,1.0,4,0.54
5161,1050,0,0,4,1.0,0.0,4,1.06
5162,1190,0,0,4,1.0,1.0,9,0.72
5163,1060,0,0,3,1.0,1.0,2,1.62
5164,1050,0,0,4,1.0,1.0,4,0.75
5165,1050,0,0,2,1.0,1.0,7,1.33
5166,1000,0,0,4,1.0,1.0,2,0.2
5167,2000,0,0,4,1.0,1.0,1,0.9
5168,1050,0,0,2,1.0,1.0,4,0.67
5169,1190,14,1,2,2.5,1.0,9,0.84
5170,1070,12,1,2,2.0,1.0,8,1.65
5171,1050,0,1,2,1.0,1.0,4,0.73
5172,1080,0,1,2,1.0,1.0,2,0.79
5173,1080,0,0,4,1.0,2.0,2,0.91
5174,1030,0,0,3,1.0,1.0,2,1.74
5175,1080,0,0,4,1.0,2.0,5,1.43
5176,1050,0,1,1,1.0,1.0,7,0.91
5177,1150,0,1,2,1.0,1.0,7,0.94
5178,1040,16,1,2,1.0,1.0,7,1.66
5179,1040,0,1,2,1.0,1.0,7,1.68
5180,2060,0,0,2,1.0,0.0,6,1.27
5181,1030,8,0,3,1.0,1.0,0,0.55
5182,1050,0,0,4,1.0,1.0,4,0.58
5183,1150,0,0,2,1.0,1.0,7,0.95
5184,1040,0,1,1,1.0,1.0,7,0.86
5185,2000,0,0,4,1.0,1.0,1,0.87
5186,2000,0,0,3,1.0,1.0,1,0.76
5187,1050,0,0,4,1.5,1.0,4,0.94
5188,1050,0,0,3,1.0,1.0,4,1.29
5189,1000,0,0,2,1.0,0.0,2,1.33
5190,2060,0,0,4,1.0,2.0,6,0.51
5191,1050,0,1,2,1.0,1.0,4,0.92
5192,1050,0,1,1,1.0,1.0,4,0.97
5193,1030,14,1,1,1.0,1.0,0,0.62
5194,1190,0,0,4,1.0,1.0,9,0.98
5195,1000,0,1,2,1.0,1.0,2,0.86
5196,1000,0,0,4,1.0,1.0,0,1.1
5197,2000,0,0,1,1.0,1.0,1,0.63
5198,1000,14,0,2,1.0,0.0,2,0.26
5200,2000,0,0,6,1.5,1.0,1,0.72
5201,1050,0,0,4,1.0,2.0,7,0.96
5202,1210,0,0,2,1.0,1.0,0,0.44
5203,1050,0,1,1,1.0,1.0,7,1.34
5204,1050,0,1,1,1.0,1.0,7,1.44
5205,2018,20,1,2,1.0,1.0,6,0.65
5206,2000,0,0,2,1.0,1.0,1,0.96
5207,1140,0,1,1,1.0,1.0,0,1.76
5209,1180,14,0,2,1.0,1.0,9,1.69
5210,1180,14,1,2,1.0,1.0,9,1.86
5211,1000,0,1,2,1.0,1.0,2,0.92
5212,1040,0,0,2,1.0,2.0,7,1.66
5213,2140,8,0,2,1.5,1.0,6,1.71
5214,1000,1,1,2,1.0,1.0,2,0.89
5215,1000,0,0,2,1.0,0.0,2,0.82
5216,1000,0,0,4,1.0,1.0,2,0.69
5217,1000,0,0,2,1.0,1.0,2,0.59
5218,1200,0,0,5,1.0,2.0,3,1.65
5219,1200,0,1,2,1.0,1.0,3,1.68
5221,1050,0,0,2,1.0,1.0,4,0.5
5222,1200,0,1,2,1.0,1.0,3,0.75
5223,1000,0,0,6,1.0,2.0,2,0.89
5225,1180,15,0,10,1.0,2.0,9,4.34
5226,1040,0,0,4,1.0,1.0,7,1.63
5227,1040,0,0,2,1.0,1.0,7,1.51
5228,1180,1,1,2,1.0,1.0,9,1.93
5229,1180,1,1,2,1.0,1.0,9,1.8
5230,1180,1,1,2,1.0,1.0,9,1.79
5231,1000,0,0,4,1.0,1.0,2,0.92
5232,2018,0,0,4,1.0,0.0,6,1.28
5233,1050,0,0,4,1.0,0.0,4,0.63
5234,1000,0,0,2,1.0,1.0,4,0.56
5235,1060,0,0,3,1.0,1.0,9,0.76
5236,1030,0,0,2,1.0,1.0,0,0.68
5237,2000,8,0,4,1.0,2.0,1,0.28
5238,2000,1,1,4,1.0,1.0,1,0.66
5239,2000,1,1,4,1.0,1.0,1,0.5
5241,2000,0,0,4,1.0,1.0,1,2.04
5242,2018,0,0,2,1.0,1.0,6,0.58
5243,1000,0,0,8,2.0,4.0,2,0.56
5244,1081,14,1,2,1.0,1.0,5,1.55
5245,1080,0,1,2,1.0,1.0,5,1.15
5246,1000,0,0,4,1.0,1.0,0,0.94
5247,1060,0,0,3,1.0,0.0,9,0.87
5248,1210,14,1,2,1.0,1.0,0,0.99
5249,1210,14,1,2,1.0,1.0,0,0.9
5250,1210,0,0,3,1.0,1.0,0,0.99
5251,1030,0,0,4,1.0,2.0,0,1.73
5252,1030,1,0,4,1.0,2.0,0,1.7
5253,1200,0,2,2,1.0,1.0,3,1.86
5254,1030,0,1,1,1.0,1.0,0,1.87
5255,1180,0,1,2,1.0,1.0,4,1.48
5257,1080,0,0,3,1.0,2.0,5,1.3
5258,1070,8,0,2,0.5,0.0,8,1.4
5259,1190,14,0,6,2.0,3.0,9,1.33
5260,1040,0,0,2,1.0,1.0,7,0.55
5261,1070,0,1,2,1.0,1.0,8,2.46
5262,1090,15,0,4,2.0,2.0,5,0.77
5263,1030,0,0,2,1.0,0.0,0,1.59
5264,1030,0,0,1,1.0,0.0,0,1.41
5265,1030,0,0,3,1.0,2.0,0,1.4
5266,1050,0,0,3,1.0,1.0,4,0.32
5267,1050,0,0,2,1.0,1.0,4,0.16
5268,1050,0,2,1,1.0,1.0,4,0.1
5269,1050,0,1,2,1.0,1.0,4,0.05
5270,1050,0,0,4,1.0,2.0,4,0.64
5271,1040,12,1,2,1.0,1.0,7,1.0
5273,1190,0,0,2,1.0,1.0,9,0.28
5274,1000,0,0,2,1.0,0.0,0,0.79
5275,1210,0,0,4,1.0,1.0,0,0.51
5276,2018,0,0,4,1.0,1.0,1,0.75
5277,2060,0,0,6,2.0,3.0,6,0.72
5278,1160,0,0,5,1.0,2.0,7,1.49
5279,2018,0,0,2,1.0,1.0,1,1.15
5280,1210,0,0,6,1.0,2.0,0,0.59
5281,1150,0,1,2,1.0,1.0,7,1.13
5282,1000,0,1,1,1.5,1.0,2,0.16
5283,1080,0,1,2,1.0,1.0,5,0.68
5284,2000,0,0,6,2.0,3.0,1,1.6
5285,2000,0,1,1,1.0,1.0,1,1.19
5286,2000,0,0,3,1.0,2.0,1,1.19
5287,1040,0,0,4,1.0,1.0,7,1.67
5288,1000,15,0,2,1.0,1.0,2,0.64
5289,1050,0,1,2,1.0,1.0,4,0.55
5290,1060,15,0,4,1.0,1.0,2,1.12
5291,1030,14,1,3,1.0,1.0,0,1.02
5292,2060,0,0,6,1.0,3.0,6,0.84
5293,2140,14,1,2,1.0,1.0,6,0.57
5294,1210,0,0,2,1.0,0.0,0,0.62
5295,1180,0,0,2,1.0,1.0,9,1.45
5296,1050,0,1,1,1.0,1.0,4,0.34
5297,2018,0,0,2,1.0,0.0,6,1.14
5298,1030,14,1,2,0.5,1.0,0,1.48
5299,1030,0,1,2,1.0,1.0,0,1.19
5300,1030,14,0,4,1.0,2.0,0,1.17
5301,1160,14,0,8,1.0,4.0,7,1.52
5302,1030,0,1,2,1.0,1.0,0,1.29
5303,1160,14,1,2,1.0,1.0,7,1.46
5305,1200,1,1,1,0.5,1.0,3,1.06
5306,1200,14,1,2,1.0,1.0,3,1.14
5308,1070,0,0,3,1.0,1.0,9,1.89
5309,1030,0,1,2,1.0,1.0,0,0.86
5310,1050,0,0,4,1.0,1.0,7,0.89
5311,1050,0,1,1,1.0,1.0,4,0.99
5312,1180,0,0,3,1.0,1.0,9,1.06
5313,1050,0,0,3,1.0,1.0,4,0.81
5314,1050,0,0,2,1.0,1.0,4,0.51
5315,2000,0,0,2,0.5,1.0,1,0.49
5316,2000,0,0,3,1.0,1.0,1,0.55
5317,2000,0,0,2,1.0,0.0,1,0.52
5318,2000,0,0,2,1.0,1.0,1,0.53
5319,2000,0,0,2,1.0,1.0,1,0.41
5320,2000,0,0,2,1.0,0.0,1,0.54
5321,2000,8,0,2,1.0,0.0,1,0.42
5322,2000,1,0,2,1.0,1.0,1,0.43
5323,2000,1,0,3,1.0,1.0,1,0.43
5324,2000,0,0,2,1.0,1.0,1,0.56
5325,2000,0,0,3,1.0,1.0,1,0.61
5326,1040,0,1,2,1.0,1.0,7,0.9
5327,2170,14,0,4,1.0,2.0,6,5.05
5328,1190,0,0,4,1.5,2.0,9,0.64
5329,1070,0,0,2,1.0,1.0,8,2.86
5330,1000,0,1,2,1.5,1.0,2,1.08
5331,1000,0,1,2,0.5,1.0,2,0.87
5333,1190,0,1,2,1.0,1.0,9,0.5
5335,1060,0,0,2,1.0,1.0,9,1.27
5336,1190,0,0,4,1.0,2.0,9,0.09
5337,1060,0,0,2,1.0,1.0,9,1.08
5339,1050,0,0,5,1.0,2.0,4,0.34
5340,1080,0,0,2,1.5,1.0,5,0.97
5341,1050,0,1,2,1.0,1.0,4,0.74
5342,1050,0,0,4,1.0,2.0,4,0.62
5343,1200,0,0,2,1.0,1.0,3,1.38
5344,1050,0,0,4,1.0,1.0,9,0.95
5345,1050,14,1,6,1.0,1.0,4,0.81
5346,1180,14,1,2,1.0,1.0,9,2.35
5347,1000,15,0,2,1.0,1.0,0,1.09
5348,1160,0,0,2,1.0,1.0,7,0.25
5349,1050,0,0,3,1.5,2.0,4,0.72
5350,2018,0,0,2,1.0,1.0,6,0.92
5351,1000,0,1,2,1.0,1.0,2,0.4
5352,1060,0,1,2,1.0,1.0,4,0.68
5353,1000,14,1,3,1.0,1.0,4,1.35
5354,1030,0,1,2,1.0,1.0,0,0.25
5355,1180,0,0,2,1.0,1.0,9,2.22
5356,2060,0,0,3,1.0,1.0,6,1.2
5357,1000,0,0,2,1.0,1.0,2,0.83
5358,1140,14,1,1,1.0,1.0,0,2.1
5359,1060,0,0,9,3.0,5.0,4,0.96
5360,2000,0,0,2,1.0,1.0,1,1.13
5361,1050,0,0,4,1.0,1.0,4,0.57
5362,2000,0,0,3,1.0,1.0,1,2.45
5363,1040,0,0,2,1.0,1.0,0,1.76
5364,1050,0,0,2,1.0,1.0,4,0.91
5365,1050,0,0,2,1.0,1.0,4,0.77
5366,1060,15,0,2,1.0,0.0,4,0.97
5367,1190,14,1,3,1.0,1.0,9,2.06
5368,1040,0,0,2,1.0,1.0,7,1.61
5369,1140,0,1,2,0.5,1.0,0,2.12
5370,1040,0,1,2,1.0,1.0,7,0.68
5371,1040,20,1,2,0.5,1.0,7,0.86
5372,1000,0,0,4,1.0,1.0,2,0.11
5373,1050,0,0,4,2.0,2.0,4,0.88
5374,1020,0,1,2,1.0,1.0,5,1.28
5375,2018,0,0,2,1.0,1.0,6,0.42
5376,1040,0,1,2,1.0,1.0,7,0.59
5377,1050,0,0,4,1.0,1.0,4,1.41
5378,1060,0,0,4,1.0,1.0,9,0.2
5379,1000,0,0,4,2.0,2.0,2,0.52
5380,1060,0,0,2,1.0,1.0,9,0.76
5381,1060,0,1,2,1.5,1.0,9,1.2
5382,1030,0,0,2,1.0,1.0,0,1.39
5383,2140,1,1,2,1.0,1.0,6,0.56
5384,1050,0,0,5,1.0,2.0,4,1.08
5385,1050,0,0,4,1.0,2.0,4,1.04
5387,2140,1,0,4,1.0,2.0,6,0.42
5388,1060,0,0,4,1.0,1.0,9,1.18
5389,1000,0,0,2,1.0,0.0,2,1.14
5390,1040,20,1,2,1.0,1.0,7,1.57
5391,1050,0,1,2,0.5,1.0,7,0.93
5392,2000,0,0,2,1.0,1.0,1,0.6
5393,1210,15,0,4,1.0,1.0,0,1.15
5394,1060,0,1,1,1.0,1.0,9,0.35
5395,1060,0,1,1,1.0,1.0,9,0.24
5396,2018,0,0,2,1.0,1.0,6,0.36
5397,1080,0,0,2,1.0,1.0,2,1.06
5398,2100,0,1,3,1.0,1.0,6,2.23
5399,2100,0,0,5,1.0,2.0,6,2.18
5400,1000,14,1,2,1.0,1.0,4,0.86
5401,1000,14,1,2,1.0,1.0,4,0.98
5402,1150,14,1,2,1.0,1.0,3,1.3
5403,1050,0,1,2,2.0,1.0,4,1.11
5404,1190,14,1,3,1.0,1.0,9,0.71
5405,1000,0,0,2,0.5,0.0,0,1.03
5406,1200,0,0,2,1.5,1.0,3,1.8
5407,1000,0,0,6,1.0,2.0,2,1.69
5408,1030,0,0,2,1.0,1.0,0,0.25
5409,1000,0,0,2,1.0,1.0,4,0.5
5410,1050,0,1,2,1.0,1.0,7,1.16
5411,1180,14,1,2,2.0,1.0,4,2.01
5412,1060,0,2,1,1.0,1.0,9,0.92
5413,1000,0,1,2,1.0,1.0,0,1.15
5414,1000,15,1,2,1.0,1.0,2,0.54
5416,2140,14,1,5,1.0,1.0,6,1.76
5417,1060,0,0,4,1.0,2.0,9,1.25
5418,1030,0,0,2,1.0,1.0,0,1.86
5419,1170,0,0,2,1.0,1.0,7,3.41
5420,1040,0,1,2,1.0,1.0,7,1.11
5422,2000,0,1,2,1.5,1.0,1,0.86
5423,1000,0,0,4,1.0,1.0,4,0.44
5424,1050,0,1,2,1.0,1.0,4,0.39
5425,1210,0,1,2,1.0,1.0,0,0.75
5426,1170,14,1,2,1.0,1.0,7,3.46
5427,1170,0,0,2,1.0,0.0,7,2.71
5428,1170,0,0,6,1.0,2.0,7,2.76
5429,1170,0,0,6,2.0,2.0,7,2.9
5430,1040,0,1,1,0.5,1.0,7,1.27
5431,1070,0,1,1,1.0,1.0,9,1.75
5432,1000,0,0,6,1.0,2.0,2,0.67
5433,1000,8,1,3,1.0,1.0,2,0.78
5434,1180,0,0,4,1.0,1.0,9,0.8
5435,1000,15,0,5,1.0,2.0,2,0.72
5436,1050,0,0,2,1.0,1.0,4,0.3
5437,1140,0,0,4,1.0,2.0,0,3.3
5438,1180,0,0,4,1.0,1.0,4,1.5
5439,2060,0,0,3,1.0,2.0,6,1.53
5440,2018,0,1,2,1.0,1.0,6,1.02
5441,2000,15,0,4,2.0,2.0,1,1.67
5442,1000,0,0,2,1.0,1.0,2,0.24
5443,1140,0,1,2,1.0,1.0,3,2.83
5444,1090,0,1,2,1.0,1.0,5,1.05
5445,2060,14,0,2,1.0,1.0,6,0.81
5446,2140,20,0,4,2.0,2.0,6,1.45
5447,2140,20,1,2,1.0,1.0,6,1.43
5448,1050,0,0,2,1.0,1.0,4,0.62
5449,1190,0,1,2,1.5,1.0,9,1.01
5450,1060,0,0,2,1.0,1.0,9,1.14
5451,1180,0,1,2,1.0,1.0,9,0.66
5452,1180,0,1,2,2.0,1.0,9,2.16
5453,1000,1,1,2,1.0,1.0,2,0.16
5454,2000,0,0,2,1.0,1.0,1,0.68
5455,2140,14,1,4,1.0,1.0,6,1.03
5456,2140,20,0,6,1.0,2.0,6,1.09
5457,2140,20,0,4,1.0,1.0,6,1.09
5458,2140,20,1,2,1.0,1.0,6,1.19
5459,1083,0,0,5,1.5,1.0,8,3.36
5460,1050,0,1,2,1.0,1.0,4,0.68
5461,1050,0,0,2,1.0,1.0,7,0.94
5462,2000,0,0,2,1.5,1.0,1,1.16
5463,1020,0,1,2,1.0,1.0,5,3.03
5464,1000,0,0,4,1.0,2.0,2,1.02
5465,1150,14,0,5,1.0,3.0,7,1.33
5466,1150,14,0,5,1.0,3.0,3,1.44
5467,1000,0,0,3,1.0,2.0,0,1.21
5468,1210,14,0,3,1.0,0.0,0,0.48
5469,1000,14,0,2,1.0,0.0,0,0.73
5470,1210,14,0,3,1.0,0.0,0,0.77
5471,1210,14,0,3,1.0,0.0,0,0.7
5472,1210,14,0,2,1.0,0.0,0,0.77
5473,1210,14,0,3,1.0,0.0,0,0.79
5474,1210,14,0,2,1.0,0.0,0,0.66
5475,1000,14,1,2,1.0,1.0,0,0.67
5476,1000,14,1,2,1.0,1.0,0,0.66
5477,1000,14,1,1,1.0,1.0,0,0.48
5478,1000,14,1,1,1.0,1.0,0,0.7
5479,1000,14,1,1,1.0,1.0,0,0.57
5480,1000,14,1,2,1.0,1.0,0,0.62
5481,1000,14,0,2,1.0,0.0,0,0.56
5482,1000,14,0,3,1.0,0.0,0,0.72
5483,1000,14,0,1,1.0,0.0,0,0.73
5484,1000,14,0,2,1.0,0.0,0,0.53
5485,1210,14,0,1,1.0,0.0,0,0.48
